2023-01-01T06:18:12.943078144    16546.93
2023-01-01T06:18:12.947892480    16546.73
2023-01-01T06:18:12.949778432    16546.73
2023-01-01T06:18:12.953869056    16546.73
2023-01-01T06:18:12.954833920    16546.73
2023-01-01T06:18:12.955006208    16546.73
2023-01-01T06:18:12.959437824    16546.74
2023-01-01T06:18:12.959536640    16546.74
2023-01-01T06:18:12.959540480    16546.74
2023-01-01T06:18:12.964818688    16546.75
2023-01-01T06:18:12.967393536    16546.73
2023-01-01T06:18:12.969654272    16546.73
2023-01-01T06:18:12.969665280    16546.73
2023-01-01T06:18:12.974304000    16546.73
2023-01-01T06:18:12.983394816    16546.73
2023-01-01T06:18:12.987828224    16546.73
2023-01-01T06:18:12.989888512    16546.73
2023-01-01T06:18:12.992173312    16546.73
2023-01-01T06:18:13.002991360    16546.73
2023-01-01T06:18:13.023943680    16546.73
2023-01-01T06:18:13.086298880    16546.72
2023-01-01T06:18:13.088713984    16546.72
2023-01-01T06:18:13.094052352    16546.72
2023-01-01T06:18:13.357414400    16546.72
2023-01-01T06:18:13.357579264    16546.72
2023-01-01T06:18:13.391635712    16546.72
2023-01-01T06:18:13.483862528    16546.73
2023-01-01T06:18:13.552954368    16546.72
2023-01-01T06:18:13.697633024    16546.72
2023-01-01T06:18:13.706951680    16546.73
2023-01-01T06:18:13.941630976    16546.73
2023-01-01T06:18:13.954542848    16546.73
2023-01-01T06:18:13.961871104    16546.74
2023-01-01T06:18:13.962074368    16546.74
2023-01-01T06:18:13.964517888    16546.74
2023-01-01T06:18:13.966940928    16546.74
2023-01-01T06:18:13.967332864    16546.74
2023-01-01T06:18:13.969901824    16546.74
2023-01-01T06:18:13.970710016    16546.76
2023-01-01T06:18:13.971761152    16546.77
2023-01-01T06:18:13.974481920    16546.77
2023-01-01T06:18:13.976282368    16546.77
2023-01-01T06:18:13.977668096    16546.77
2023-01-01T06:18:13.977745152    16546.77
2023-01-01T06:18:13.979900416    16546.78
2023-01-01T06:18:13.981235712    16546.78
2023-01-01T06:18:13.984481536    16546.78
2023-01-01T06:18:13.987203072    16546.78
2023-01-01T06:18:13.988131072    16546.78
2023-01-01T06:18:13.992539136    16546.81
2023-01-01T06:18:13.999104000    16546.81
2023-01-01T06:18:14.001636096    16546.82
2023-01-01T06:18:14.026510848    16546.82
2023-01-01T06:18:14.082926848    16546.83
2023-01-01T06:18:14.083957504    16546.83
2023-01-01T06:18:14.089212928    16546.85
2023-01-01T06:18:14.098640896    16546.83
2023-01-01T06:18:14.101284352    16546.85
2023-01-01T06:18:14.114022912    16546.85
2023-01-01T06:18:14.121582592    16546.85
2023-01-01T06:18:14.166728192    16546.85
2023-01-01T06:18:14.185675264    16546.85
2023-01-01T06:18:14.186834432    16546.86
2023-01-01T06:18:14.194565888    16547.06
